# id	acronyms (comma-separated, primary first) — generated by build_rhythm_acronyms.py
ecg00001	1AVB
ecg01112	STTU,SB,1AVB
ecg01113	SB
ecg01114	SB
ecg01115	SR
ecg01116	SR
ecg01117	SB
ecg01118	AFIB,VPB
ecg01119	SR
ecg01120	STDD,AFIB,TWC
ecg01121	SB
ecg01122	SR
ecg01123	TWC,AFIB
ecg01124	SR
ecg01125	SR
ecg01126	STDD,AFIB,STTC,TWC
ecg01127	TWC,AFIB,RBBB,VPB
ecg01128	SR
ecg01129	SB
ecg01130	STDD,AFIB,STTC,TWC
ecg01131	AFIB
ecg01132	TWC,ST
ecg01133	SB
ecg01134	AVB,AF
ecg01135	TWC,SB
ecg01136	STTC,AFIB
ecg01137	SB
ecg01138	STTC,AFIB,ALS
ecg01139	SB
ecg01140	SB
ecg01141	PRIE,SB
ecg01142	LVH,SB
ecg01143	SB
ecg01144	SR
ecg01145	SB
ecg01146	STTU,SB,LVQRSAL
ecg01147	SR
ecg01148	SB
ecg01149	TWC,AFIB
ecg01150	ST
ecg01151	STTC,SB,1AVB
ecg01152	SB
ecg01153	SB
ecg01154	SB
ecg01155	SR,LVQRSAL
ecg01156	IDC,SB,APB,LVQRSAL
ecg01157	STDD,AFIB,LVH,STTC,TWO
ecg01158	SB,ALS
ecg01159	LVH,SB
ecg01160	STDD,AF,STTC,TWC
ecg01161	STTC,SB
ecg01162	LAFB,SB
ecg01163	SR
ecg01164	SB
ecg01165	VPB,ST,LVH
ecg01166	STDD,SR,TWC
ecg01167	STDD,SB,STTC,TWC
ecg01168	TWC,SB
ecg01169	TWC,AFIB,VPB
ecg01170	SR
ecg01171	STTC,ST
ecg01172	SB,ALS
ecg01173	TWC,AFIB,IDC,VPB
ecg01174	TWC,SB,TWO
ecg01175	SB
ecg01176	LVH,SB
ecg01177	TWC,SB,LVH
ecg01178	SB,ALS
ecg01179	AFIB
ecg01180	RBBB,SB
ecg01181	SR
ecg01182	SB
ecg01183	STTC,ST
ecg01184	TWC,ST,LVQRSAL
ecg01185	SB
ecg01186	TWC,SB
ecg01187	SB
ecg01188	SB
ecg01189	TWC,SR
ecg01190	AFIB,LVH
ecg01191	ST
ecg01192	AFIB,VPB
ecg01193	STTC,ST
ecg01194	LVH,SB
ecg01195	SB
ecg01196	SR
ecg01197	LVH,ST,PWC
ecg01198	STTC,SB
ecg01199	SB
ecg01200	STTC,ST
ecg01201	ST
ecg01202	SR
ecg01203	AQW,ST,LAFB,MI,MI_LAT,RBBB,STTU
ecg01204	TWC,AFIB
ecg01205	SB
ecg01206	APB,SB
ecg01207	AFIB
ecg01208	SB,ALS
ecg01209	SB
ecg01210	SB
ecg01211	SB
ecg01212	SR
ecg01213	TWC,SB
ecg01214	AFIB
ecg01215	AQW,AFIB,LAFB,TWC
ecg01216	ST
ecg01217	SB
ecg01218	TWO,AFIB,IDC
ecg01219	SR
ecg01220	SB
ecg01221	STTC,AF,AVB,LVH,RBBB
ecg01222	IDC,SB,LVH
ecg01223	RBBB,SB
ecg01224	SB
ecg01225	AFIB
ecg01226	AFIB
ecg01227	AQW,SR,1AVB,TWC
ecg01228	AFIB,LVQRSAL
ecg01229	AF,ARS
ecg01230	SR
ecg01231	IDC,AFIB,ALS
ecg01232	STTC,ST
ecg01233	SB
ecg01234	SR
ecg01235	AQW,AFIB,STTC
ecg01236	LVH,SB
ecg01237	SB
ecg01238	LVH,SB
ecg01239	SB
ecg01240	ST
ecg01241	TWC,AFIB
ecg01242	ST
ecg01243	TWC,AFIB,LAFB,LVH,QTIE,RBBB
ecg01244	TWC,AFIB,LVH
ecg01245	ST,PWC
ecg01246	AQW,ST,1AVB,ALS,STTU,TWC
ecg01247	SR
ecg01248	SB
ecg01249	AFIB
ecg01250	TWC,SB
ecg01251	STTC,AF
ecg01252	LVH,ST
ecg01253	SR
ecg01254	AF
ecg01255	1AVB,SB
ecg01256	STTC,SR
ecg01257	SR
ecg01258	AFIB
ecg01259	AFIB
ecg01260	AFIB,CCR
ecg01261	RBBB,AF
ecg01262	SB,LVQRSAL
ecg01263	LVH,SB
ecg01264	STTC,AFIB,ARS
ecg01265	AFIB
ecg01266	TWC,SR
ecg01267	STDD,AF,STTC,TWO,VPB
ecg01268	STDD,AFIB,STTC,TWC
ecg01269	STTC,AFIB,IDC,VPB
ecg01270	SR,LVQRSAL
ecg01271	SB
ecg01272	TWC,AF
ecg01273	SB,ALS
ecg01274	APB,ST
ecg01275	TWC,SB
ecg01276	ST
ecg01277	TWC,ST
ecg01278	STTC,SR
ecg01279	IDC,ST,LAFB
ecg01280	1AVB,SR
ecg01281	SB
ecg01282	ST
ecg01283	STDD,AFIB,STTC,TWC
ecg01284	SB
ecg01285	SB
ecg01286	AFIB
ecg01287	SB
ecg01288	SB
ecg01289	ST
ecg01290	SB
ecg01291	STDD,ST,STTC,TWC
ecg01292	SB,CCR
ecg01293	STTC,ST
ecg01294	STTC,ST
ecg01295	SB
ecg01296	RBBB,ST
ecg01297	SB,ALS
ecg01298	SB
ecg01299	AFIB,LVH,VPB
ecg01300	SB
ecg01301	AQW,SB,1AVB,APB,JEB,LVH,STTC
ecg01302	TWC,SB
ecg01303	SR
ecg01304	TWC,ST
ecg01305	SR
ecg01306	AFIB
ecg01307	SB
ecg01308	STTC,ST
ecg01309	STDD,AFIB,STTU,TWC
ecg01310	AQW,SB,ALS,TWC,TWO
ecg01311	TWC,AFIB
ecg01312	TWC,ST,LVQRSAL
ecg01313	SB
ecg01314	RBBB,SR,APB
ecg01315	ST
ecg01316	AFIB,LVQRSAL
ecg01317	SR,ALS
ecg01318	SR
ecg01319	RAH,ST,RVH
ecg01320	TWC,SB
ecg01321	SB
ecg01322	STDD,SB,STTC,TWC
ecg01323	TWC,SB,1AVB,LVH
ecg01324	SB
ecg01325	SB
ecg01326	RBBB,SB
ecg01327	STDD,AF,STTC,TWC
ecg01328	SB
ecg01329	STDD,AF,ARS,STTC,TWC
ecg01330	STTC,ST
ecg01331	SR
ecg01332	ST
ecg01333	ST
ecg01334	SB
ecg01335	AFIB,ARS,LVH
ecg01336	TWC,AFIB
ecg01337	TWC,SR
ecg01338	ST
ecg01339	SB,ARS
ecg01340	IDC,AFIB
ecg01341	SB
ecg01342	SR
ecg01343	SR
ecg01344	TWC,ST
ecg01345	VET,ST
ecg01346	SB
ecg01347	SB
ecg01348	SB
ecg01349	TWC,AFIB,2AVB
ecg01350	SR
ecg01351	AFIB
ecg01352	LAFB,ST
ecg01353	ST,CCR
ecg01354	SB
ecg01355	TWC,SB
ecg01356	ST,ALS
ecg01357	ST,PWC
ecg01358	STTC,ST,LVH
ecg01359	SR
ecg01360	AQW,SB,CCR,STDD,TWO
ecg01361	APB,SB
ecg01362	SB
ecg01363	SR,ALS
ecg01364	ST
ecg01365	VPE,AF
ecg01366	LVH,SB
ecg01367	AFIB
ecg01368	SB
ecg01369	TWC,SB
ecg01370	SR
ecg01371	TWC,ST
ecg01372	SR
ecg01373	LVH,SB
ecg01374	AFIB
ecg01375	SB
ecg01376	SB
ecg01377	AFIB
ecg01378	ST,CCR
ecg01379	AQW,SB
ecg01380	TWC,SB
ecg01381	SR
ecg01382	STDD,AFIB,STTC,TWC
ecg01383	TWC,SR
ecg01384	LVH,SB
ecg01385	SB
ecg01386	STTC,ST,APB
ecg01387	AQW,AFIB,ALS,TWC
ecg01388	1AVB,SB
ecg01389	AFIB
ecg01390	AFIB
ecg01391	SR
ecg01392	SB
ecg01393	SB
ecg01394	ST
ecg01395	LVH,SB
ecg01396	TWC,AFIB,LVH
ecg01397	LVH,SB
ecg01398	SB
ecg01399	TWC,SB,1AVB
ecg01400	AFIB,ALS
ecg01401	SB
ecg01402	STTC,ST,LVH,PWC
ecg01403	ST
ecg01404	SB
ecg01405	ST
ecg01406	SB
ecg01407	STTC,ST,APB,LVH
ecg01408	STTC,AFIB
ecg01409	SR
ecg01410	APB,SB
ecg01411	LVH,SB
ecg01412	STTC,AFIB,RBBB
ecg01413	AFIB,LVQRSAL,VPB
ecg01414	AQW,AFIB,ALS,IDC
ecg01415	LVH,SB
ecg01416	1AVB,SB
ecg01417	TWC,AFIB
ecg01418	LVH,SB
ecg01419	AFIB
ecg01420	SB
ecg01421	SB
ecg01422	SR
ecg01423	AFIB
ecg01424	SB
ecg01425	SR
ecg01426	ST
ecg01427	LVH,SB
ecg01428	TWC,SB,1AVB
ecg01429	TWC,SR
ecg01430	1AVB,SB
ecg01431	AQW,AFIB,IDC,STTU,TWC
ecg01432	SB
ecg01433	SB
ecg01434	SR
ecg01435	AFIB
ecg01436	TWC,SB,1AVB,ALS,RBBB
ecg01437	TWC,AF,AVB
ecg01438	QTIE,AF
ecg01439	TWC,ST,ARS,PWC
ecg01440	SB
ecg01441	SR
ecg01442	SR
ecg01443	SB
ecg01444	RBBB,ST,ALS
ecg01445	SR
ecg01446	SR
ecg01447	SR
ecg01448	RBBB,SB
ecg01449	AFIB,LVH
ecg01450	AFIB
ecg01451	SR
ecg01452	LVH,SB
ecg01453	SB
ecg01454	ST,PWC
ecg01455	SB
ecg01456	LVH,SB
ecg01457	SB
ecg01458	SR
ecg01459	ST
ecg01460	SB
ecg01461	SB
ecg01462	TWC,AFIB,IDC
ecg01463	SR,LVQRSAL
ecg01464	TWO,SB
ecg01465	RBBB,SB
ecg01466	LAFB,ST,ALS,APB,CR
ecg01467	AVB,AF,ARS,CR,RBBB
ecg01468	ST
ecg01469	STTC,AFIB
ecg01470	SR
ecg01471	LVH,SR
ecg01472	AFIB
ecg01473	LAFB,SR,VPB
ecg01474	SB
ecg01475	AFIB
ecg01476	SB
ecg01477	ST
ecg01478	AQW,ST,CR,LAFB,MI,MI_LAT,RBBB,STTU
ecg01479	1AVB,SR
ecg01480	STTC,SB,LVH
ecg01481	TWC,SB
ecg01482	SB
ecg01483	SR
ecg01484	SR
ecg01485	SB
ecg01486	SR
ecg01487	SB,ALS
ecg01488	SB
ecg01489	SB
ecg01490	TWC,AFIB
ecg01491	LAFB,SB
ecg01492	SB
ecg01493	SB,ARS
ecg01494	STTC,SB
ecg01495	TWC,SB
ecg01496	SR
ecg01497	SB
ecg01498	SB
ecg01499	STDD,ST,LAFB,LVH,TWO,VPB
ecg01500	AFIB
ecg01501	STTC,ST
ecg01502	LVH,SB
ecg01503	STTC,AF
ecg01504	RBBB,ST
ecg01505	ST
ecg01506	SR
ecg01507	LVH,SB
ecg01508	SR
ecg01509	LAFB,SB,LVH,RBBB
ecg01510	STDD,SB,LVH,STTC,STTU,TWO
ecg01511	TWC,AFIB,ARS,CCR
ecg01512	TWC,AFIB,VPB
ecg01513	SB
ecg01514	SR
ecg01515	1AVB,SB
ecg01516	ST
ecg01517	SB,LVQRSAL
ecg01518	STTC,SB
ecg01519	TWC,SB
ecg01520	SR
ecg01521	IDC,AFIB
ecg01522	SR
ecg01523	SR
ecg01524	SB,LVQRSAL
ecg01525	TWC,AFIB,LVH
ecg01526	SB
ecg01527	ST
ecg01528	LVH,SB
ecg01529	STDD,ST,STTC,TWO
ecg01530	TWC,SB
ecg01531	ST
ecg01532	SB
ecg01533	TWC,ST,TWO
ecg01534	AFIB,LVH
ecg01535	LVH,SB
ecg01536	ST
ecg01537	SB
ecg01538	LVH,SR
ecg01539	SR
ecg01540	AFIB
ecg01541	SR
ecg01542	STTC,AFIB
ecg01543	STTC,AFIB,LVH
ecg01544	1AVB,SB,LVH
ecg01545	LVH,SB
ecg01546	SR,LVQRSAL
ecg01547	TWC,AF,AVB,LVH
ecg01548	AFIB
ecg01549	STTC,SB
ecg01550	TWC,ST
ecg01551	ST
ecg01552	APB,SR
ecg01553	ST
ecg01554	SR
ecg01555	ST
ecg01556	SR
ecg01557	SR
ecg01558	TWC,AFIB
ecg01559	STTC,ST,ALS
ecg01560	TWC,SB
ecg01561	TWC,AFIB,RBBB
ecg01562	STTC,AFIB
ecg01563	AFIB
ecg01564	TWC,AFIB
ecg01565	ERV,SB
ecg01566	SB
ecg01567	SB
ecg01568	APB,ST,VPB
ecg01569	TWC,SR,APB
ecg01570	STTC,SB
ecg01571	STTC,SB
ecg01572	TWC,AFIB
ecg01573	SR
ecg01574	SB
ecg01575	AFIB
ecg01576	SB
ecg01577	STTC,AF,TWC
ecg01578	ST,ARS
ecg01579	AF,VPB
ecg01580	LAFB,AF,RBBB
ecg01581	AFIB
ecg01582	SB
ecg01583	SB
ecg01584	AFIB
ecg01585	TWC,AF,AVB,RBBB
ecg01586	AFIB
ecg01587	STTC,AFIB,LVH
ecg01588	LVH,SB
ecg01589	SR
ecg01590	LVH,SB
ecg01591	AFIB,VPB
ecg01592	ST
ecg01593	ST
ecg01594	TWC,AF,LAFB
ecg01595	STTC,AFIB
ecg01596	SR
ecg01597	ST
ecg01598	TWC,SR,ARS
ecg01599	ST,ARS,LVQRSAL
ecg01600	LVH,SB
ecg01601	SB
ecg01602	AQW,AFIB,STTC
ecg01603	1AVB,SB
ecg01604	SB
ecg01605	AVB,AF,LVH
ecg01606	PRIE,SB
ecg01607	STDD,AFIB,STTC,TWC
ecg01608	ST
ecg01609	RBBB,ST
ecg01610	TWC,ST,TWO
ecg01611	AFIB,LVH
ecg01612	STDD,ST,APB,STTC,STTU,TWC
ecg01613	SR
ecg01614	SB
ecg01615	AF,CCR
ecg01616	ST
ecg01617	SB
ecg01618	SB
ecg01619	SR
ecg01620	TWC,SB
ecg01621	STTC,ST
ecg01622	AFIB
ecg01623	LVH,SB
ecg01624	STDD,SB,STTC,TWO
ecg01625	SB
ecg01626	SB
ecg01627	STDD,AFIB,IDC,TWC
ecg01628	TWC,AFIB
ecg01629	AVB,AF,ALS
ecg01630	AQW,ST,STDD,STTU
ecg01631	AQW,SB,1AVB,TWC
ecg01632	TWC,AFIB,LVH
ecg01633	SR
ecg01634	SB
ecg01635	SR
ecg01636	AF
ecg01637	SB
ecg01638	1AVB,SB,LVH
ecg01639	SR
ecg01640	TWC,AFIB,LVH
ecg01641	APB,SB,LVH
ecg01642	TWC,AFIB
ecg01643	TWC,SB,ALS,APB
ecg01644	STTC,AFIB,LVH
ecg01645	TWC,SB,ALS,UW
ecg01646	SB
ecg01647	SB
ecg01648	SR
ecg01649	SB
ecg01650	RBBB,AF
ecg01651	SR
ecg01652	TWC,ST
ecg01653	SB
ecg01654	LVH,SB
ecg01655	SB
ecg01656	TWC,AFIB,CCR
ecg01657	STDD,SR,STTC,TWC
ecg01658	STTC,AFIB,VPB
ecg01659	VPB,ST,PWC
ecg01660	AFIB,ALS
ecg01661	AFIB
ecg01662	AFIB
ecg01663	SB
ecg01664	SB
ecg01665	TWC,SB,APB,JEB
ecg01666	TWC,SB,LVH,TWO
ecg01667	AFIB
ecg01668	AFIB
ecg01669	SB
ecg01670	SB,LVQRSAL
ecg01671	RBBB,SB,ALS,LVH
ecg01672	SR
ecg01673	STDD,AFIB,ARS,STTC,TWO,VPB
ecg01674	STTC,AFIB,ARS
ecg01675	SB
ecg01676	AFIB
ecg01677	SB
ecg01678	STDD,AFIB,STTC,TWC
ecg01679	SB
ecg01680	SB
ecg01681	SB
ecg01682	TWC,AFIB,LVH
ecg01683	SB,CCR
ecg01684	SR
ecg01685	TWC,AF
ecg01686	1AVB,SB
ecg01687	AQW,AFIB,ALS,LVQRSAL,TWC
ecg01688	SB
ecg01689	SB
ecg01690	AFIB
ecg01691	SB,ARS
ecg01692	LVH,SB
ecg01693	TWC,AFIB
ecg01694	SR
ecg01695	1AVB,SB
ecg01696	STDD,SB,STTC,STTU,TWO
ecg01697	SB
ecg01698	AQW,AFIB,ALS,TWC
ecg01699	SB
ecg01700	TWC,ST
ecg01701	AF
ecg01702	SR
ecg01703	STTC,SR,APB,VPB
ecg01704	1AVB,SB,ARS
ecg01705	STTC,ST,ALS,LVQRSAL
ecg01706	SB
ecg01707	TWC,AFIB,IDC,LVH
ecg01708	LVH,SB
ecg01709	LVH,SB
ecg01710	STTC,AFIB
ecg01711	SR
ecg01712	SB
ecg01713	SR
ecg01714	SR
ecg01715	SB
ecg01716	SB
ecg01717	SR
ecg01718	SR
ecg01719	LAFB,AFIB
ecg01720	SB
ecg01721	LVH,SB
ecg01722	SB
ecg01723	STDD,SR,LVH
ecg01724	RBBB,SR,ALS
ecg01725	ST
ecg01726	LAFB,SB
ecg01727	STDD,SB,1AVB,IDC,LVH,STTC,TWC
ecg01728	TWC,ST
ecg01729	AFIB
ecg01730	1AVB,SB
ecg01731	TWC,AFIB
ecg01732	AQW,ST,APB,ARS,PWC
ecg01733	AFIB,LVH
ecg01734	AFIB,LVQRSAL
ecg01735	SB
ecg01736	AF,LVQRSAL,VPB
ecg01737	TWC,SR,VPB
ecg01738	ST
ecg01739	SB
ecg01740	STDD,AFIB,LVH,STTC,TWC
ecg01741	AFIB
ecg01742	SR
ecg01743	LVH,SB
ecg01744	SB
ecg01745	ST,ALS,CR
ecg01746	SB
ecg01747	SB
ecg01748	SB
ecg01749	SR
ecg01750	ST
ecg01751	STDD,AFIB,LVH,TWC
ecg01752	SR
ecg01753	SR
ecg01754	SR
ecg01755	SR
ecg01756	TWC,SB
ecg01757	ST
ecg01758	ST,ARS
ecg01759	SB
ecg01760	SR
ecg01761	SB
ecg01762	LVH,SB
ecg01763	ST
ecg01764	SB
ecg01765	SR
ecg01766	TWC,SB,ALS,APB
ecg01767	AQW,ST,LAFB,STTU
ecg01768	SR
ecg01769	TWC,SB
ecg01770	ST
ecg01771	AFIB,LVH,VPB
ecg01772	SB
ecg01773	ST,ARS,CR
ecg01774	LAFB,SB
ecg01775	AFIB
ecg01776	ST
ecg01777	SB
ecg01778	SB
ecg01779	LVH,ST
ecg01780	SR
ecg01781	AQW,SB,ALS,RBBB,TWC
ecg01782	SB
ecg01783	TWC,SB
ecg01784	SB
ecg01785	SR
ecg01786	ST
ecg01787	LVH,SR
ecg01788	AFIB
ecg01789	ST
ecg01790	SR
ecg01791	TWC,SB,QTIE
ecg01792	TWC,AF,ALS,RBBB
ecg01793	TWC,SR
ecg01794	TWC,ST
ecg01795	SR
ecg01796	QTIE,AF,ARS
ecg01797	TWC,AFIB
ecg01798	STTC,SB,1AVB
ecg01799	STTC,AFIB,IDC,LVH
ecg01800	AFIB,LVH
ecg01801	LVH,SB
ecg01802	STTU,SR,TWC,TWO
ecg01803	TWC,AFIB,RBBB
ecg01804	SB
ecg01805	SB
ecg01806	SB
ecg01807	SB,ALS
ecg01808	STTU,SB,1AVB,LVH
ecg01809	TWC,SB
ecg01810	LVH,SB
ecg01811	LVH,SB
ecg01812	AQW,ST
ecg01813	SB
ecg01814	SB,ALS
ecg01815	SR
ecg01816	SR
ecg01817	SB
ecg01818	SB
ecg01819	SR
ecg01820	SB
ecg01821	AFIB,ARS
ecg01822	SB
ecg01823	SB
ecg01824	ST
ecg01825	AVB,AF
ecg01826	SR
ecg01827	SB
ecg01828	TWC,SB,1AVB
ecg01829	ST
ecg01830	ST
ecg01831	AFIB
ecg01832	SR
ecg01833	APB,ST,ALS,CR
ecg01834	STDD,AFIB,STTC,TWO
ecg01835	SB
ecg01836	STTC,SB,APB,ARS,JEB,LVQRSAL,QTIE
ecg01837	SB
ecg01838	SB
ecg01839	SB
ecg01840	SB,ALS
ecg01841	SR
ecg01842	VPB,SB
ecg01843	ST
ecg01844	STTC,AF,AVB,IDC
ecg01845	TWC,SB,ALS,RBBB,UW
ecg01846	LVH,SB
ecg01847	RBBB,AFIB,LVH
ecg01848	SB
ecg01849	STTC,AFIB,VPB
ecg01850	STDD,ST,LVH,STTC,TWC
ecg01851	SB
ecg01852	TWC,SB
ecg01853	LVH,SB
ecg01854	STDD,AFIB,RBBB,STTC,TWO
ecg01855	ST
ecg01856	SR
ecg01857	SB
ecg01858	LVH,SB
ecg01859	TWC,AFIB,ALS
ecg01860	SR
ecg01861	STTU,AFIB,TWC,VPB
ecg01862	SB
ecg01863	TWC,SB
ecg01864	TWC,SR,APB
ecg01865	SB
ecg01866	STTC,ST
ecg01867	STTC,SB,ALS,APB,IDC,LVH
ecg01868	TWC,SB
ecg01869	AVB,AF
ecg01870	SB
ecg01871	SB
ecg01872	TWC,SR
ecg01873	SB
ecg01874	SB
ecg01875	SR
ecg01876	TWC,AFIB
ecg01877	SB
ecg01878	ST
ecg01879	STTC,AFIB,IDC
ecg01880	STTC,ST,APB,LVH
ecg01881	SB
ecg01882	SB
ecg01883	SB
ecg01884	RBBB,SR
ecg01885	SB
ecg01886	SR
ecg01887	SB
ecg01888	SB
ecg01889	SR
ecg01890	SB
ecg01891	TWC,ST
ecg01892	SB
ecg01893	SB
ecg01894	RBBB,ST,PWC
ecg01895	SB
ecg01896	SB
ecg01897	VPB,SB
ecg01898	ST
ecg01899	SB
ecg01900	SB
ecg01901	AFIB
ecg01902	SR
ecg01903	SB
ecg01904	TWC,AFIB
ecg01905	SB
ecg01906	QTIE,SB
ecg01907	LVH,SB
ecg01908	TWC,SB
ecg01909	AF
ecg01910	TWC,AFIB
ecg01911	STTC,SB
ecg01912	TWC,AFIB,RBBB
ecg01913	SB
ecg01914	TWC,SB
ecg01915	AFIB
ecg01916	1AVB,ST,CCR
ecg01917	SB
ecg01918	SR
ecg01919	SB
ecg01920	STDD,AFIB,STTC,TWO
ecg01921	TWC,SB,LVQRSAL
ecg01922	VPE,SB
ecg01923	AQW,SB
ecg01924	SR
ecg01925	ST
ecg01926	TWC,SB
ecg01927	SB
ecg01928	SR
ecg01929	TWC,AFIB,IDC
ecg01930	SB
ecg01931	AQW,AFIB
ecg01932	LVH,SB
ecg01933	STTC,SB
ecg01934	TWC,SB,CCR,IDC,LVH
ecg01935	SB
ecg01936	SR
ecg01937	SB
ecg01938	SB
ecg01939	AFIB
ecg01940	AFIB
ecg01941	AFIB
ecg01942	AF
ecg01943	STDD,AFIB,STTC,TWO
ecg01944	AQW,AFIB,TWC
ecg01945	SB
ecg01946	SB
ecg01947	AFIB,LVH
ecg01948	TWC,SB,LVH
ecg01949	SB
ecg01950	STDD,ST,TWC
ecg01951	LVH,SB
ecg01952	STTC,SB
ecg01953	SR
ecg01954	TWC,AFIB,ARS
ecg01955	SB
ecg01956	STTC,ST,LVH
ecg01957	LVH,SB
ecg01958	AF,LVH
ecg01959	STDD,AFIB,LVH,STTC,TWC
ecg01960	SB,ALS
ecg01961	SB
ecg01962	AFIB
ecg01963	AFIB
ecg01964	ST
ecg01965	SR
ecg01966	SR
ecg01967	LVH,SB
ecg01968	VPB,SR
ecg01969	ST
ecg01970	TWO,SB,APB,LVH
ecg01971	TWC,AFIB,IDC,LVH
ecg01972	1AVB,ST,CCR
ecg01973	LVH,SB
ecg01974	TWC,AF
ecg01975	STTC,ST,LVH
ecg01976	TWC,SB
ecg01977	STTU,SB,TWC
ecg01978	SB
ecg01979	LAFB,SB
ecg01980	TWC,AF,AVB,LVH
ecg01981	AVB,AF
ecg01982	SB
ecg01983	SB,CCR
ecg01984	SB
ecg01985	LVH,SB
ecg01986	TWC,SB
ecg01987	LVH,SB
ecg01988	SR
ecg01989	STTC,AFIB
ecg01990	SR
ecg01991	AQW,SR,LAFB,LVH,STTU
ecg01992	AFIB
ecg01993	AFIB
ecg01994	SB
ecg01995	SB
ecg01996	LAFB,AFIB,RBBB
ecg01997	SB
ecg01998	SB
ecg01999	AQW,AF,AVB,LVH
ecg02000	SR
ecg02001	TWC,SB
ecg02002	AFIB
ecg02003	STDD,ST,APB,STTC,TWO
ecg02004	STTU,ST,ALS,LVH,TWC
ecg02005	SB
ecg02006	SR
ecg02007	AFIB
ecg02008	TWC,AFIB,RBBB
ecg02009	SB
ecg02010	AF
ecg02011	SB
ecg02012	RBBB,SB,LVH
ecg02013	ST
ecg02014	TWC,SR
ecg02015	SB
ecg02016	STTC,ST
ecg02017	ST
ecg02018	STTC,AFIB,IDC
ecg02019	STTC,AFIB,IDC,VPB
ecg02020	TWC,SB
ecg02021	SB
ecg02022	ST,LVQRSAL
ecg02023	TWC,AFIB
ecg02024	TWC,AFIB,RBBB
ecg02025	AVB,AF
ecg02026	1AVB,SB
ecg02027	RBBB,AFIB
ecg02028	SB
ecg02029	STDD,ST,TWC
ecg02030	SR
ecg02031	TWC,AFIB,IDC
ecg02032	STTC,AF,ALS,AVB
ecg02033	AVB,AF
ecg02034	SR
ecg02035	AFIB
ecg02036	1AVB,SB
ecg02037	SB
ecg02038	AFIB
ecg02039	LVH,SB
ecg02040	STTC,ST
ecg02041	SR
ecg02042	TWC,AF,AVB
ecg02043	SR
ecg02044	SR
ecg02045	SR
ecg02046	SR
ecg02047	ST
ecg02048	MI,SB,MI_LAT,STDD,STTU,TWC
ecg02049	LVH,SB
ecg02050	SB
ecg02051	TWC,SB,LVH
ecg02052	LVH,SB
ecg02053	SB
ecg02054	SB
ecg02055	STTC,AFIB
ecg02056	AF
ecg02057	SB
ecg02058	SB,ALS
ecg02059	SR
ecg02060	LVH,SB
ecg02061	1AVB,SB
ecg02062	SB
ecg02063	SR
ecg02064	STTC,SB,LVH
ecg02065	AQW,AFIB,IDC,LAFB,TWC
ecg02066	SB
ecg02067	SB
ecg02068	SB
ecg02069	ST,CCR
ecg02070	STTC,SB
ecg02071	SB
ecg02072	STTC,AFIB,IDC
ecg02073	SR
ecg02074	SR
ecg02075	SR,ALS
ecg02076	APB,SR
ecg02077	STDD,AFIB,STTC,TWC
ecg02078	STTC,AFIB,ARS
ecg02079	TWC,SB,APB,LVH
ecg02080	AFIB
ecg02081	AFIB,ARS,VPB
ecg02082	SR
ecg02083	AVB,AF
ecg02084	SB
ecg02085	STTC,SR
ecg02086	ST,ARS
ecg02087	ST
ecg02088	TWC,SB
ecg02089	LAFB,SB
ecg02090	SB
ecg02091	SR
ecg02092	STDD,AFIB,STTC,TWC,VEB
ecg02093	TWC,ST
ecg02094	ST
ecg02095	APB,ST
ecg02096	ST
ecg02097	LVH,SB
ecg02098	TWC,SB
ecg02099	STTC,SR
ecg02100	SB
ecg02101	SR
ecg02102	SB
ecg02103	STTC,ST
ecg02104	SR
ecg02105	STTC,AFIB,LVH
ecg02106	TWC,SB
ecg02107	LVH,ST,ALS
ecg02108	SR
ecg02109	TWC,AFIB
ecg02110	TWC,AFIB,ALS
ecg02111	STTC,AF,LAFB
ecg02112	SB
ecg02113	SB
ecg02114	SB
ecg02115	AQW,SB,TWO
ecg02116	ST
ecg02117	SR
ecg02118	SR
ecg02119	SR,LVQRSAL
ecg02120	ST
ecg02121	STTC,AFIB,LVH
ecg02122	SB
ecg02123	STTC,SB
ecg02124	SR
ecg02125	ST
ecg02126	SR
ecg02127	SB
ecg02128	SB
ecg02129	ST
ecg02130	ST
ecg02131	TWC,SB,LVH
ecg02132	AFIB
ecg02133	AFIB
ecg02134	ST
ecg02135	TWC,AFIB
ecg02136	SR
ecg02137	ST
ecg02138	SB
ecg02139	SR
ecg02140	IDC,AFIB,ARS
ecg02141	STDD,AFIB,STTC,TWC
ecg02142	LVH,SB,CCR
ecg02143	SB
ecg02144	TWC,SB,LVQRSAL
ecg02145	SB,CCR
ecg02146	ST
ecg02147	AQW,SB,TWC
ecg02148	SB
ecg02149	SB
ecg02150	LVH,SR
ecg02151	AQW,SB,LVH,TWC
ecg02152	SR
ecg02153	RBBB,SB
ecg02154	AFIB
ecg02155	ST
ecg02156	SR
ecg02157	SB
ecg02158	SR
ecg02159	TWC,SR
ecg02160	AFIB,VPB
ecg02161	TWC,SB
ecg02162	SR
ecg02163	SB
ecg02164	PWC,ST,CR
ecg02165	SB
ecg02166	ST
ecg02167	SR
ecg02168	STTC,ST,PWC
ecg02169	SR
ecg02170	SB
ecg02171	TWC,SR,LAFB
ecg02172	TWC,SB
ecg02173	SB
ecg02174	SB
ecg02175	TWC,ST,LVH
ecg02176	APB,SB
ecg02177	1AVB,SB
ecg02178	LVH,SB
